user,movie,timestamp,weight
0,0,1135313387,1
0,1,1135313411,1
0,1,1135313411,1
0,2,1135313453,1
1,3,1135429210,1
1,4,1135429236,1
1,5,1135429248,1
1,6,1135429371,1
1,7,1135429412,1
1,7,1135429412,1
1,8,1135429431,1
1,8,1135429431,1
1,9,1135429442,1
1,10,1135429466,1
1,11,1135429508,1
1,11,1135429508,1
1,12,1135429520,1
0,13,1136501635,1
0,14,1136560243,1
1,15,1136832886,1
1,15,1136832886,1
1,16,1136912921,1
1,16,1136912921,1
1,17,1136912950,1
0,18,1137096293,1
2,19,1137100891,1
2,20,1137100896,1
2,21,1137100901,1
2,22,1137100909,1
2,23,1137100913,1
2,24,1137100922,1
2,24,1137100922,1
2,25,1137100936,1
2,26,1137100941,1
2,27,1137100947,1
2,28,1137100950,1
2,29,1137100969,1
2,29,1137100969,1
2,30,1137100979,1
2,30,1137100979,1
2,31,1137100988,1
2,32,1137100995,1
2,32,1137100995,1
2,33,1137101007,1
2,33,1137101021,1
2,33,1137101021,1
2,19,1137101198,1
2,20,1137101207,1
2,34,1137101244,1
2,22,1137101252,1
2,35,1137101278,1
2,35,1137101278,1
2,36,1137101302,1
2,36,1137101302,1
2,36,1137101302,1
2,25,1137101312,1
2,26,1137101324,1
2,26,1137101324,1
2,26,1137101324,1
2,27,1137101378,1
2,27,1137101378,1
2,28,1137101403,1
2,28,1137101404,1
2,37,1137101446,1
2,37,1137101446,1
2,37,1137101446,1
2,37,1137101446,1
2,38,1137101474,1
2,38,1137101480,1
2,39,1137101501,1
2,35,1137101535,1
2,35,1137101544,1
2,26,1137101562,1
2,26,1137101562,1
2,33,1137101596,1
2,13,1137101607,1
2,40,1137101617,1
2,40,1137101617,1
2,40,1137101617,1
2,41,1137101644,1
2,41,1137101644,1
2,42,1137101681,1
2,42,1137101693,1
2,43,1137101727,1
2,43,1137101727,1
2,44,1137101751,1
2,44,1137101751,1
2,45,1137101755,1
2,46,1137101794,1
3,47,1137101806,1
2,48,1137101821,1
2,49,1137101832,1
2,50,1137101855,1
2,50,1137101855,1
2,51,1137101872,1
2,51,1137101872,1
2,52,1137101893,1
2,52,1137101893,1
2,52,1137101893,1
2,53,1137101900,1
2,53,1137101900,1
2,54,1137101933,1
2,55,1137101955,1
2,56,1137101984,1
2,57,1137102023,1
2,58,1137102107,1
2,58,1137102107,1
2,58,1137102107,1
2,59,1137102116,1
2,59,1137102116,1
2,60,1137102149,1
2,60,1137102149,1
2,60,1137102149,1
2,61,1137102164,1
2,61,1137102164,1
2,61,1137102164,1
2,62,1137102177,1
2,62,1137102177,1
2,62,1137102177,1
2,63,1137102209,1
2,63,1137102209,1
2,63,1137102209,1
2,64,1137102223,1
2,64,1137102223,1
2,64,1137102223,1
2,65,1137102242,1
2,65,1137102242,1
2,66,1137102251,1
2,66,1137102251,1
2,66,1137102251,1
2,67,1137102269,1
2,68,1137102308,1
2,68,1137102308,1
2,69,1137102410,1
2,70,1137102415,1
2,71,1137102436,1
2,72,1137102451,1
2,72,1137102451,1
2,73,1137102467,1
2,73,1137102467,1
2,73,1137102467,1
2,74,1137102483,1
2,75,1137102501,1
2,76,1137102513,1
2,71,1137102523,1
2,77,1137102553,1
2,77,1137102553,1
2,77,1137102553,1
2,78,1137102588,1
2,79,1137102626,1
2,79,1137102626,1
2,79,1137102626,1
2,80,1137102657,1
2,81,1137102666,1
2,81,1137102666,1
2,81,1137102666,1
2,82,1137102696,1
2,82,1137102696,1
2,83,1137102797,1
2,84,1137102805,1
2,17,1137102813,1
2,17,1137102813,1
2,85,1137102828,1
2,85,1137102828,1
2,86,1137102858,1
2,86,1137102858,1
2,87,1137102872,1
2,87,1137102872,1
2,88,1137102887,1
2,89,1137102913,1
2,89,1137102913,1
2,90,1137102922,1
2,91,1137102942,1
2,91,1137102942,1
2,92,1137102974,1
2,92,1137102974,1
2,92,1137102974,1
2,93,1137102991,1
2,94,1137103022,1
2,94,1137103022,1
2,0,1137103028,1
2,0,1137103028,1
2,95,1137103035,1
2,95,1137103035,1
2,95,1137103035,1
2,95,1137103061,1
2,96,1137103067,1
2,96,1137103085,1
2,97,1137103107,1
2,98,1137103117,1
4,99,1137103127,1
2,100,1137103132,1
2,100,1137103132,1
2,100,1137103132,1
2,101,1137103140,1
2,102,1137103151,1
2,102,1137103151,1
4,99,1137103158,1
2,103,1137103163,1
2,103,1137103163,1
2,104,1137103188,1
2,104,1137103188,1
2,105,1137103194,1
2,105,1137103194,1
2,106,1137103214,1
2,107,1137103252,1
2,107,1137103252,1
2,108,1137103271,1
2,109,1137103276,1
2,110,1137103321,1
2,111,1137103348,1
2,111,1137103348,1
2,111,1137103348,1
2,112,1137103364,1
2,112,1137103364,1
2,113,1137103367,1
2,114,1137103375,1
2,114,1137103375,1
2,115,1137103396,1
2,116,1137103404,1
4,117,1137103429,1
2,118,1137103437,1
2,118,1137103437,1
2,119,1137103441,1
5,120,1137103451,1
2,121,1137103463,1
2,122,1137103471,1
2,123,1137103499,1
2,123,1137103499,1
2,123,1137103499,1
2,123,1137103499,1
4,124,1137103515,1
2,125,1137103535,1
2,125,1137103535,1
2,126,1137103560,1
2,127,1137103567,1
2,127,1137103567,1
2,128,1137103586,1
2,128,1137103586,1
2,128,1137103586,1
2,129,1137103595,1
2,129,1137103595,1
2,130,1137103610,1
5,131,1137103610,1
5,132,1137103627,1
2,133,1137103630,1
2,133,1137103635,1
2,134,1137103643,1
2,135,1137103655,1
2,135,1137103655,1
2,135,1137103655,1
2,136,1137103668,1
2,137,1137103684,1
2,10,1137103697,1
5,138,1137103706,1
5,139,1137103727,1
2,140,1137103753,1
2,141,1137103758,1
2,142,1137103900,1
2,142,1137103900,1
2,142,1137103900,1
2,142,1137103900,1
2,143,1137103911,1
2,143,1137103911,1
4,144,1137103916,1
2,145,1137103945,1
2,145,1137103945,1
2,146,1137103965,1
2,146,1137103965,1
2,147,1137104022,1
2,148,1137104043,1
2,148,1137104043,1
4,149,1137104058,1
2,150,1137104180,1
2,151,1137104189,1
2,151,1137104189,1
4,143,1137104244,1
4,152,1137104261,1
4,153,1137104326,1
2,154,1137104347,1
2,154,1137104347,1
4,155,1137104349,1
4,156,1137104387,1
2,157,1137104402,1
2,157,1137104403,1
2,157,1137104403,1
5,158,1137104408,1
2,159,1137104412,1
2,159,1137104412,1
2,159,1137104412,1
5,160,1137104419,1
2,159,1137104424,1
5,161,1137104429,1
5,18,1137104468,1
5,18,1137104468,1
5,18,1137104468,1
5,72,1137104494,1
2,162,1137104497,1
5,163,1137104547,1
4,164,1137104557,1
2,165,1137104563,1
2,165,1137104563,1
5,166,1137104573,1
2,167,1137104582,1
2,167,1137104582,1
2,167,1137104582,1
2,168,1137104597,1
2,168,1137104597,1
